benchmark,question_id,split,reviewed_pairs,reviewed_actions,n_review_records,diagnostic_reasons,selection_rule,source,label
OBQA,1505,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1721,calibration,large;small,acw;c2c;receiver_only;text,4,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1766,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1826,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1944,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1950,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1962,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,370,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,475,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,608,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,656,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-109,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-190,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-224,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-243,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-274,calibration,large;small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-296,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-389,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-401,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-408,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-47,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-51,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-525,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-579,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-641,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-662,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-751,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-752,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-836,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-947,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,7-975,calibration,large;small,acw;c2c;receiver_only;text,4,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,712,calibration,small,receiver_only;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-172,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-207,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-219,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-254,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-285,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-297,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-335,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-432,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-439,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,8-480,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-1148,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-136,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-174,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-232,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-494,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-613,calibration,large,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-616,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-914,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,9-928,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,96,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
