pair,action,official_index,id,gold,official_raw,official_parsed_v2,official_pred_official_evaluator,ours_raw,ours_parsed_v2,ours_runtime_error
large,R,297,7-769,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,298,9-478,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,299,448,A,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,300,7-417,B,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,301,7-108,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,302,1506,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,303,1712,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,304,8-312,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,305,9-776,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,306,8-279,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,307,9-621,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,308,1823,C,The correct answer is D,D,D,The correct answer is D,D,False
large,R,309,9-735,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,310,7-1170,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,311,1500,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,312,342,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,313,7-356,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,314,78,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,315,9-520,C,The correct answer is A,A,A,The correct answer is A,A,False
large,R,316,7-653,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,317,1112,B,The correct answer is C,C,C,The correct answer is C,C,False
large,R,318,9-152,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,319,9-552,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,320,7-262,A,The correct answer is C,C,C,The correct answer is C,C,False
large,R,321,7-683,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,322,276,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,323,7-855,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,324,664,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,325,9-883,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,326,9-550,A,The correct answer is C,C,C,The correct answer is C,C,False
large,R,327,8-493,D,The correct answer is B,B,B,The correct answer is B,B,False
large,R,328,9-257,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,329,1239,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,330,869,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,331,7-1105,A,The correct answer is B,B,B,The correct answer is B,B,False
large,R,332,597,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,333,385,D,The correct answer is B,B,B,The correct answer is B,B,False
large,R,334,1301,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,335,9-893,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,336,9-369,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,337,9-1026,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,338,7-424,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,339,9-259,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,340,9-783,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,341,1088,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,342,1387,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,343,7-1062,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,344,676,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,345,1998,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,346,1698,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,347,490,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,348,844,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,349,1795,C,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,350,1508,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,351,9-289,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,352,9-668,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,353,7-364,A,The correct answer is B,B,B,The correct answer is B,B,False
large,R,354,1271,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,355,9-1117,A,The correct answer is B,B,B,The correct answer is B,B,False
large,R,356,35,A,The correct answer is B,B,B,The correct answer is B,B,False
large,R,357,1660,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,358,7-710,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,359,8-52,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,360,9-1167,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,361,8-43,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,362,9-57,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,363,1411,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,364,9-206,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,365,7-740,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,366,1774,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,367,7-93,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,368,8-97,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,369,9-813,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,370,9-686,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,371,9-799,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,372,1179,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,373,1954,A,The correct answer is D,D,D,The correct answer is D,D,False
large,R,374,8-403,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,375,9-576,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,376,9-866,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,377,7-208,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,378,9-771,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,379,998,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,380,433,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,381,9-508,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,382,7-561,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,383,7-976,A,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,384,1635,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,385,7-875,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,386,7-1053,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,387,9-957,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,388,1150,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,389,8-240,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,390,9-554,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,391,9-135,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,392,7-1096,B,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,393,841,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,394,7-146,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,395,1554,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,396,9-731,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,397,1780,A,The correct answer is C,C,C,The correct answer is C,C,False
large,R,398,7-1077,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,399,8-494,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,400,936,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,401,8-478,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,402,9-669,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,403,7-732,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,404,7-658,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,405,1003,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,406,8-62,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,407,7-386,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,408,257,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,409,147,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,410,7-599,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,411,8-92,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,412,354,A,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,413,9-966,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,414,9-612,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,415,9-548,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,R,416,9-429,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,417,7-95,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,418,1560,A,The correct answer is D,D,D,The correct answer is D,D,False
large,R,419,9-461,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,420,9-490,C,The correct answer is D,D,D,The correct answer is D,D,False
large,R,421,9-301,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,422,60,C,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,423,9-894,C,The correct answer is B,B,B,The correct answer is B,B,False
large,R,424,9-895,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,425,9-281,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,426,202,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,427,1937,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,428,620,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,429,8-142,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,430,7-1138,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,431,8-471,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,432,9-433,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,433,1458,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,434,57,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,435,605,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,436,9-889,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,437,1890,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,438,9-618,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,439,9-523,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,440,1126,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,441,644,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,442,8-365,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,R,443,9-727,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,444,7-461,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,445,9-1071,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,446,1918,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,447,1038,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,448,9-197,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,449,1393,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,450,7-244,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,451,9-916,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,452,9-1046,A,The correct answer is D,D,D,The correct answer is D,D,False
large,R,453,167,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,454,9-566,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,455,8-28,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,456,7-179,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,457,389,B,The correct answer is C,C,C,The correct answer is C,C,False
large,R,458,1528,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,459,1457,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,460,1208,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,461,1170,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,462,8-409,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,463,8-307,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,464,1948,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,465,661,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,466,7-435,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,467,8-332,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,468,948,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,469,381,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,470,9-759,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,471,8-350,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,472,7-727,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,473,850,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,474,970,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,475,7-381,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,R,476,9-436,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,477,9-411,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,478,9-692,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,479,1334,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,480,9-1160,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,481,9-89,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,482,9-1034,D,The correct answer is B,B,B,The correct answer is B,B,False
large,R,483,8-293,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,R,484,9-652,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,485,1391,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,486,9-948,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,487,8-213,D,The correct answer is D,D,D,The correct answer is D,D,False
large,R,488,162,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,489,1359,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,490,9-743,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,491,9-645,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,492,8-250,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,R,493,283,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,494,8-183,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,495,9-284,A,The correct answer is A,A,A,The correct answer is A,A,False
large,R,496,7-1186,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,497,926,C,The correct answer is C,C,C,The correct answer is C,C,False
large,R,498,7-519,B,The correct answer is B,B,B,The correct answer is B,B,False
large,R,499,7-7,C,The correct answer is D,D,D,The correct answer is D,D,False
large,C,0,8-343,B,B,B,B,B,B,False
large,C,1,1129,A,A,A,A,A,A,False
large,C,2,880,C,C,C,C,C,C,False
large,C,3,7-999,C,C,C,C,C,C,False
large,C,4,8-464,C,C. electrical conductors,C,C,C. electrical conductors,C,False
large,C,5,9-794,C,C,C,C,C,C,False
large,C,6,9-1163,C,C. ions,C,C,C. ions,C,False
large,C,7,9-322,B,B,B,B,B,B,False
large,C,8,7-1140,D,B,B,B,B,B,False
large,C,9,7-903,B,A,A,A,A,A,False
large,C,10,7-511,C,C.,C,C,C.,C,False
large,C,11,9-937,B,C.,C,C,C.,C,False
large,C,12,8-201,C,C,C,C,C,C,False
large,C,13,1618,A,A. parched foliage,A,A,A. parched foliage,A,False
large,C,14,758,C,C,C,C,C,C,False
large,C,15,7-414,D,D. gasoline will be needed less,D,D,D. gasoline will be needed less,D,False
large,C,16,9-675,C,C. panels collecting sunlight,C,C,C. panels collecting sunlight,C,False
large,C,17,9-163,C,C,C,C,C,C,False
large,C,18,1032,A,D. poison ivy,D,D,D. poison ivy,D,False
large,C,19,889,B,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,20,1160,A,D. Phoenix,D,D,D. Phoenix,D,False
large,C,21,9-298,A,A,A,A,A,A,False
large,C,22,1189,A,A,A,A,A,A,False
large,C,23,8-395,B,B,B,B,B,B,False
large,C,24,7-238,B,B,B,B,B,B,False
large,C,25,7-372,B,B. its gills,B,B,B. its gills,B,False
large,C,26,8-35,D,D. a wheel with dry brake pads,D,D,D. a wheel with dry brake pads,D,False
large,C,27,9-271,A,A. the circulatory system,A,A,A. the circulatory system,A,False
large,C,28,9-409,D,D. moving upwards,D,D,D. moving upwards,D,False
large,C,29,530,B,C. air,C,C,C. air,C,False
large,C,30,1426,C,C,C,C,C,C,False
large,C,31,8-466,D,D.,D,D,D.,D,False
large,C,32,1577,B,B. robins,B,B,B. robins,B,False
large,C,33,8-257,A,A,A,A,A,A,False
large,C,34,378,B,B. many collisions that have occured,B,B,B. many collisions that have occured,B,False
large,C,35,8-41,A,A,A,A,A,A,False
large,C,36,9-540,A,A. the apple sitting on a sunny sidewalk,A,A,A. the apple sitting on a sunny sidewalk,A,False
large,C,37,266,D,D. cornea,D,D,D. cornea,D,False
large,C,38,1309,D,D. a microscope,D,D,D. a microscope,D,False
large,C,39,7-1197,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,40,7-891,D,D. used more times,D,D,D. used more times,D,False
large,C,41,1180,D,D.,D,D,D.,D,False
large,C,42,1204,A,A,A,A,A,A,False
large,C,43,7-52,D,D. a womb,D,D,D. a womb,D,False
large,C,44,1759,A,A. can help you monitor a fever,A,A,A. can help you monitor a fever,A,False
large,C,45,9-655,A,A. someone would turn up the room heater,A,A,A. someone would turn up the room heater,A,False
large,C,46,132,A,A. they get bigger,A,A,A. they get bigger,A,False
large,C,47,8-79,A,"A

The correct answer is A.",A,A,"A

The correct answer is A.",A,False
large,C,48,1835,B,B. arctic,B,B,B. arctic,B,False
large,C,49,9-149,C,C. born,C,C,C. born,C,False
large,C,50,695,A,D. a bear or wolf,D,D,D. a bear or wolf,D,False
large,C,51,8-179,D,C. annually,C,C,C. annually,C,False
large,C,52,7-50,A,A,A,A,A,A,False
large,C,53,508,D,D. a spa trip,D,D,D. a spa trip,D,False
large,C,54,1674,C,C,C,C,C,C,False
large,C,55,163,A,C,C,C,C,C,False
large,C,56,7-49,C,C.,C,C,C.,C,False
large,C,57,8-393,D,D.,D,D,D.,D,False
large,C,58,788,B,B. 2am,B,B,B. 2am,B,False
large,C,59,9-29,A,A,A,A,A,A,False
large,C,60,9-368,C,C.,C,C,C.,C,False
large,C,61,7-671,C,C.,C,C,C.,C,False
large,C,62,1272,A,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,63,648,B,B. Clearing for farming,B,B,B. Clearing for farming,B,False
large,C,64,9-1180,B,B. blood,B,B,B. blood,B,False
large,C,65,9-227,C,C,C,C,C,C,False
large,C,66,1582,A,C,C,C,C,C,False
large,C,67,8-125,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,68,1923,A,A. roots,A,A,A. roots,A,False
large,C,69,9-229,D,D. surfaces to reflect sound off,D,D,D. surfaces to reflect sound off,D,False
large,C,70,1702,B,B. kittens look like their parents,B,B,B. kittens look like their parents,B,False
large,C,71,8-260,C,D. enables windmills to power electric grids,D,D,D. enables windmills to power electric grids,D,False
large,C,72,9-491,C,C,C,C,C,C,False
large,C,73,75,A,C. direct,C,C,C. direct,C,False
large,C,74,1215,C,C,C,C,C,C,False
large,C,75,8-93,C,D. The sound a computer makes,D,D,D. The sound a computer makes,D,False
large,C,76,7-988,A,A,A,A,A,A,False
large,C,77,9-1139,C,C,C,C,C,C,False
large,C,78,1545,B,B. Juice,B,B,B. Juice,B,False
large,C,79,7-664,C,C,C,C,C,C,False
large,C,80,8-53,C,C. set to kilometers,C,C,C. set to kilometers,C,False
large,C,81,7-1044,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,82,7-1122,A,D. the canyon,D,D,D. the canyon,D,False
large,C,83,9-79,B,B. they let in less light,B,B,B. they let in less light,B,False
large,C,84,7-157,D,D,D,D,D,D,False
large,C,85,9-1164,B,B,B,B,B,B,False
large,C,86,8-63,D,D.,D,D,D.,D,False
large,C,87,8-308,D,D. using sound to 'see',D,,D. using sound to 'see',D,False
large,C,88,326,C,C. A Season,C,C,C. A Season,C,False
large,C,89,1184,A,A/B/C/D,INVALID,,A/B/C/D,INVALID,False
large,C,90,359,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,91,9-350,D,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,92,7-140,C,D. an abstract idea,D,D,D. an abstract idea,D,False
large,C,93,591,A,A. malleable and nutritious,A,A,A. malleable and nutritious,A,False
large,C,94,7-391,C,D. Carbon Dioxide,D,D,D. Carbon Dioxide,D,False
large,C,95,1672,C,C,C,C,C,C,False
large,C,96,9-464,C,C,C,C,C,C,False
large,C,97,9-983,B,B. dirt quality,B,B,B. dirt quality,B,False
large,C,98,9-179,A,B. seeing it,B,B,B. seeing it,B,False
large,C,99,7-942,C,D.,D,D,D.,D,False
large,C,100,7-100,B,B. falling water molecules,B,B,B. falling water molecules,B,False
large,C,101,9-30,B,B. snake,B,B,B. snake,B,False
large,C,102,1709,A,A. enable plants to continue flourishing,A,A,A. enable plants to continue flourishing,A,False
large,C,103,8-491,D,D. contain their necessary nutrition,D,D,D. contain their necessary nutrition,D,False
large,C,104,44,B,B. skills,B,B,B. skills,B,False
large,C,105,1023,D,D. electricity,D,D,D. electricity,D,False
large,C,106,1911,B,B. discharge of liquid petroleum in the surrounding sea,B,B,B. discharge of liquid petroleum in the surrounding sea,B,False
large,C,107,429,A,A. 1000,A,A,A. 1000,A,False
large,C,108,8-49,D,D. turning on the hose,D,D,D. turning on the hose,D,False
large,C,109,520,C,C,C,C,C,C,False
large,C,110,7-1128,C,C.,C,C,C.,C,False
large,C,111,7-394,B,C.,C,C,C.,C,False
large,C,112,9-1166,B,B. persist,B,B,B. persist,B,False
large,C,113,7-884,C,C,C,C,C,C,False
large,C,114,9-501,A,C. The great lakes,C,C,C. The great lakes,C,False
large,C,115,9-757,C,B. dead,B,B,B. dead,B,False
large,C,116,7-725,D,D. stones to weather down to pebbles,D,D,D. stones to weather down to pebbles,D,False
large,C,117,1300,D,D.,D,D,D.,D,False
large,C,118,9-230,A,"A. Measure the altitude of the bird using a reference point, such as a tall building.",A,,"A. Measure the altitude of the bird using a reference point, such as a tall building.",A,False
large,C,119,9-988,B,C,C,C,C,C,False
large,C,120,9-393,A,A. reservoir,A,A,A. reservoir,A,False
large,C,121,7-823,D,D,D,D,D,D,False
large,C,122,9-24,A,B,B,B,B,B,False
large,C,123,570,D,D. pluck the strings of a fingerboard with your fingers,D,D,D. pluck the strings of a fingerboard with your fingers,D,False
large,C,124,9-124,B,B,B,B,B,B,False
large,C,125,9-199,A,B. corn syrup,B,B,B. corn syrup,B,False
large,C,126,767,A,A,A,A,A,A,False
large,C,127,28,D,D. direct,D,D,D. direct,D,False
large,C,128,9-1134,B,D. release energy,D,D,D. release energy,D,False
large,C,129,9-1030,C,C. sensing views,C,,C. sensing views,C,False
large,C,130,9-18,B,B. given a large breakfast,B,B,B. given a large breakfast,B,False
large,C,131,8-378,D,D.,D,D,D.,D,False
large,C,132,7-677,C,"C. arid, parched, and sun-baked",C,,"C. arid, parched, and sun-baked",C,False
large,C,133,9-786,A,A. Our Planet,A,A,A. Our Planet,A,False
large,C,134,9-463,D,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,135,7-71,A,A,A,A,A,A,False
large,C,136,9-1053,D,C,C,C,C,C,False
large,C,137,9-437,B,B. Soaring the skies,B,B,B. Soaring the skies,B,False
large,C,138,1787,B,D. a runoff of extra water,D,D,D. a runoff of extra water,D,False
large,C,139,7-107,A,A. Australia,A,A,A. Australia,A,False
large,C,140,769,C,C.,C,C,C.,C,False
large,C,141,9-73,A,D. Canada,D,D,D. Canada,D,False
large,C,142,9-1194,D,D. bees,D,D,D. bees,D,False
large,C,143,9-416,D,D.,D,D,D.,D,False
large,C,144,470,A,A. humans throwing a spear through an animal,A,A,A. humans throwing a spear through an animal,A,False
large,C,145,1297,D,D. orange juice,D,D,D. orange juice,D,False
large,C,146,8-346,A,D. sour,D,D,D. sour,D,False
large,C,147,7-807,A,A. stone,A,A,A. stone,A,False
large,C,148,8-463,A,A,A,A,A,A,False
large,C,149,9-110,A,A. children,A,A,A. children,A,False
large,C,150,1611,C,C.,C,C,C.,C,False
large,C,151,9-942,D,D. inheritance,D,,D. inheritance,D,False
large,C,152,9-1102,B,B. A school notebook,B,B,B. A school notebook,B,False
large,C,153,9-774,C,C. it is an unsustainable habitat,C,C,C. it is an unsustainable habitat,C,False
large,C,154,8-333,A,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,155,9-573,B,B,B,B,B,B,False
large,C,156,1955,A,A,A,A,A,A,False
large,C,157,8-45,C,C. 3 a.m.,C,C,C. 3 a.m.,C,False
large,C,158,9-674,C,C. a mile up in the sky,C,C,C. a mile up in the sky,C,False
large,C,159,898,B,B. light,B,B,B. light,B,False
large,C,160,7-1159,C,C,C,C,C,C,False
large,C,161,568,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,162,9-877,B,D. polar bear,D,D,D. polar bear,D,False
large,C,163,406,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,164,7-1132,A,C. compass,C,C,C. compass,C,False
large,C,165,7-479,C,C,C,C,C,C,False
large,C,166,609,A,The correct answer is A. Chickpeas,A,A,The correct answer is A. Chickpeas,A,False
large,C,167,1568,C,C. Ship Anchor,C,C,C. Ship Anchor,C,False
large,C,168,9-418,C,C.,C,C,C.,C,False
large,C,169,7-1050,B,B. is like nature's disappearing water trick,B,B,B. is like nature's disappearing water trick,B,False
large,C,170,9-510,C,C,C,C,C,C,False
large,C,171,9-519,A,A. friction,A,A,A. friction,A,False
large,C,172,9-637,C,C. the Appalachian mountains,C,C,C. the Appalachian mountains,C,False
large,C,173,473,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,174,8-445,B,B. grass turning brown,B,B,B. grass turning brown,B,False
large,C,175,9-575,B,C,C,C,C,C,False
large,C,176,7-284,B,B,B,B,B,B,False
large,C,177,8-135,A,A,A,A,A,A,False
large,C,178,397,D,D. may end up fueling a car,D,D,D. may end up fueling a car,D,False
large,C,179,9-32,B,D. southern hemisphere,D,D,D. southern hemisphere,D,False
large,C,180,48,C,C.,C,C,C.,C,False
large,C,181,8-69,C,C.,C,C,C.,C,False
large,C,182,9-159,C,C,C,C,C,C,False
large,C,183,9-317,C,C. electricity,C,C,C. electricity,C,False
large,C,184,423,D,D. stone,D,D,D. stone,D,False
large,C,185,8-304,A,A,A,A,A,A,False
large,C,186,785,D,D.,D,D,D.,D,False
large,C,187,9-1087,C,C. decrease,C,C,C. decrease,C,False
large,C,188,485,D,D.,D,D,D.,D,False
large,C,189,9-908,C,C. friction,C,C,C. friction,C,False
large,C,190,1231,C,C,C,C,C,C,False
large,C,191,810,B,B. leads to longer availability of resources,B,B,B. leads to longer availability of resources,B,False
large,C,192,158,D,D. lion,D,D,D. lion,D,False
large,C,193,7-445,A,A,A,A,A,A,False
large,C,194,1502,C,C,C,C,C,C,False
large,C,195,1200,B,D.,D,D,D.,D,False
large,C,196,437,A,A,A,A,A,A,False
large,C,197,8-205,A,A,A,A,A,A,False
large,C,198,9-270,C,C,C,C,C,C,False
large,C,199,8-130,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,200,229,D,D.,D,D,D.,D,False
large,C,201,9-390,D,D. Rain,D,D,D. Rain,D,False
large,C,202,8-107,C,C. passed down inherited characteristics,C,C,C. passed down inherited characteristics,C,False
large,C,203,7-527,A,D. make their own food,D,D,D. make their own food,D,False
large,C,204,7-333,C,C,C,C,C,C,False
large,C,205,9-44,C,C.,C,C,C.,C,False
large,C,206,7-160,D,D. pigment squirting,D,D,D. pigment squirting,D,False
large,C,207,1942,D,D.,D,D,D.,D,False
